売上№,売上日,得意先ｺｰﾄﾞ,得意先名,現場名,売上分類,行№,,,,,,,,,,,,
75782,120215,555,社会福祉法人　一会                              ,介護老人施設ローズ 消防設備点検(総合)           ,防災,1,,,,,,,,,,,,
75778,120214,148,坂田電工                                        ,2/9 応援　岡本（ｶｻｾﾙﾊﾞﾊﾟｰｷﾝｸﾞ）                 ,電気,1,,,,,,,,,,,,
75779,120214,148,坂田電工                                        ,2/11 応援　岡本（中田ビル）                     ,防災,1,,,,,,,,,,,,
75768,120206,131,小川電機株式会社　和歌山営業所                  ,L-1                                             ,防災,1,,,,,,,,,,,,
75752,120131,35,株式会社葵消防設備                              ,ABC粉末４型消火器                               ,防災,1,,,,,,,,,,,,
75763,120131,419,綜合警備保障株式会社                            ,セキワステージ金池 消防設備保守点検             ,防災,1,,,,,,,,,,,,
75758,120131,604,有限会社和歌山乾物                              ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
75735,120126,15,泉州防災株式会社                                ,有田1・2・3　 　　消防設備保守点検              ,防災,1,,,,,,,,,,,,
75777,120126,15,泉州防災株式会社                                ,LM和歌山関戸　　　消防設備保守点検              ,防災,1,,,,,,,,,,,,
75730,120126,71,小川電機株式会社　伊都営業所                    ,成美学寮 自火報幹線切離し復旧                   ,防災,1,,,,,,,,,,,,
75737,120125,15,泉州防災株式会社                                ,田辺123　消防点検後改修                         ,防災,1,,,,,,,,,,,,
75738,120125,15,泉州防災株式会社                                ,有田123　消防設備点検後改修                     ,防災,1,,,,,,,,,,,,
75739,120125,15,泉州防災株式会社                                ,インター123　消防点検後改修                     ,防災,1,,,,,,,,,,,,
75744,120125,15,泉州防災株式会社                                ,ホームズ寝屋川改修工事                          ,防災,1,,,,,,,,,,,,
75745,120125,15,泉州防災株式会社                                ,建築設備　定期検査                              ,防災,1,,,,,,,,,,,,
75749,120125,15,泉州防災株式会社                                ,忠岡町役場                                      ,防災,1,,,,,,,,,,,,
75750,120125,15,泉州防災株式会社                                ,座間123工事                                     ,防災,1,,,,,,,,,,,,
75751,120125,15,泉州防災株式会社                                ,泉州防災事務所女子ﾄｲﾚ換気扇取替(機器共)         ,防災,1,,,,,,,,,,,,
75729,120125,35,株式会社葵消防設備                              ,粉末ABC消火器　10型                             ,防災,1,,,,,,,,,,,,
75743,120125,348,株式会社　進藤建設                              ,将勇興産よりインターホン撤去                    ,防災,1,,,,,,,,,,,,
75717,120124,35,株式会社葵消防設備                              ,粉末ABC消火器　10型                             ,防災,1,,,,,,,,,,,,
75698,120124,130,小川電機株式会社　有田営業所                    ,福美会様グループホーム等新築工事                ,防災,1,,,,,,,,,,,,
75722,120124,291,株式会社　ドゥ・オペレーション                  ,難波ホテル　感知器取付                          ,防災,1,,,,,,,,,,,,
75700,120124,431,　　　　　井口                                  ,エアコン取替                                    ,電気,1,,,,,,,,,,,,
75699,120124,601,まつもと眼科                                    ,消防設備保守点検（総合点検）                    ,防災,1,,,,,,,,,,,,
75701,120124,602,　　　　　前                                    ,エアコン取替                                    ,防災,1,,,,,,,,,,,,
75728,120120,37,株式会社阪本電気                                ,粉末ABC消火器　10型                             ,防災,1,,,,,,,,,,,,
75704,120120,38,伸和電設株式会社                                ,三菱4工場　断線修理                             ,電気,1,,,,,,,,,,,,
75691,120120,45,株式会社アイワライフネット                      ,アバンテ・Ｕ                                    ,防災,1,,,,,,,,,,,,
75692,120120,45,株式会社アイワライフネット                      ,神前テナント                                    ,防災,1,,,,,,,,,,,,
75693,120120,45,株式会社アイワライフネット                      ,グリーンフル鳴神                                ,防災,1,,,,,,,,,,,,
75694,120120,45,株式会社アイワライフネット                      ,ポートタウン島橋                                ,防災,1,,,,,,,,,,,,
75695,120120,45,株式会社アイワライフネット                      ,サクラマンション紀伊                            ,防災,1,,,,,,,,,,,,
75746,120120,48,有限会社レインボーシステムズ                    ,1月20日　5階SHINZAN　電球交換                   ,電気,1,,,,,,,,,,,,
75747,120120,48,有限会社レインボーシステムズ                    ,ﾎﾞｰﾙ球　60形                                    ,防災,1,,,,,,,,,,,,
75705,120120,49,株式会社堀田組                                  ,NO10921-300                                     ,防災,1,,,,,,,,,,,,
75706,120120,49,株式会社堀田組                                  ,三菱電機健康保険組合                            ,防災,1,,,,,,,,,,,,
75707,120120,49,株式会社堀田組                                  ,三菱電機株式会社冷熱システム製作所              ,防災,1,,,,,,,,,,,,
75718,120120,60,有限会社梶本無線商会                            ,誘導灯標識板                                    ,防災,1,,,,,,,,,,,,
75727,120120,61,山本電気株式会社                                ,光電式ｽﾎﾟｯﾄ型感知器１種                         ,防災,1,,,,,,,,,,,,
75697,120120,66,株式会社宮井組                                  , すずらん　救助袋工事                           ,防災,1,,,,,,,,,,,,
75732,120120,126,株式会社狩谷電気店                              ,大洋化学　複合盤20L　プリント基板               ,防災,1,,,,,,,,,,,,
75761,120120,132,大橋建具店                                      ,太陽光発電工事                                  ,電気,1,,,,,,,,,,,,
75703,120120,133,大和計装株式会社                                ,三菱第３工場移設工事                            ,防災,1,,,,,,,,,,,,
75731,120120,171,堀口整形外科病院                                ,本館２階　スプリンクラーヘッド取替              ,防災,1,,,,,,,,,,,,
75709,120120,286,株式会社　東洋エンタープライズ                  ,きのくにアバローム様　消防設備保守点検          ,防災,1,,,,,,,,,,,,
75710,120120,286,株式会社　東洋エンタープライズ                  ,きのくにアバローム様                            ,防災,1,,,,,,,,,,,,
75711,120120,291,株式会社　ドゥ・オペレーション                  ,ホテルドレッシー　消防設備保守点検              ,防災,1,,,,,,,,,,,,
75716,120120,345,池田電気工事                                    ,インペリアル和歌浦                              ,防災,1,,,,,,,,,,,,
75715,120120,348,株式会社　進藤建設                              ,ローレックス様                                  ,防災,1,,,,,,,,,,,,
75784,120120,373,和田                                            ,和田歯科　工事                                  ,防災,1,,,,,,,,,,,,
75774,120120,378,積和不動産関西株式会社                          ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
75756,120120,438,株式会社　大野建設                              ,オーエ本社配送センター受信機取替                ,防災,1,,,,,,,,,,,,
75757,120120,438,株式会社　大野建設                              ,オーエ本社発送センター　発信機取替              ,防災,1,,,,,,,,,,,,
75725,120120,494,新栄電気株式会社                                ,岬高校　感知器移設及び増設                      ,防災,1,,,,,,,,,,,,
75726,120120,494,新栄電気株式会社                                ,大阪府砂川厚生福祉センター改修工事              ,防災,1,,,,,,,,,,,,
75713,120120,519,中川電気工事店                                  ,老人ホーム排煙口調査及び修理                    ,防災,1,,,,,,,,,,,,
75748,120120,519,中川電気工事店                                  ,野瀬川村高齢者保健福祉ｾﾝﾀｰ改装工事              ,防災,1,,,,,,,,,,,,
75702,120120,547,株式会社ミヤザワ建設                            ,寝屋川アパート分工事                            ,防災,1,,,,,,,,,,,,
75754,120120,564,株式会社石台家具                                ,防火対象物点検                                  ,防災,1,,,,,,,,,,,,
75878,120120,572,村本建設株式会社                                ,（仮称）四季の森なごみ新築工事　出来高          ,防災,1,,,,,,,,,,,,
75880,120120,572,村本建設株式会社                                ,松源追加工事　コメリPW和歌山インター店          ,防災,1,,,,,,,,,,,,
75773,120120,594,安田組                                          ,パッケージ                                      ,防災,1,,,,,,,,,,,,
75721,120120,603,株式会社ベースオントップ                        ,クラブドロップ様                                ,防災,1,,,,,,,,,,,,
75766,120120,605,有限会社　ヒダカ技研                            ,三菱電機６工場工事                              ,防災,1,,,,,,,,,,,,
75771,120120,606,梶建                                            ,避難ステッカー                                  ,防災,1,,,,,,,,,,,,
75681,120118,45,株式会社アイワライフネット                      ,コーポパルファム　消火器標識板                  ,防災,1,,,,,,,,,,,,
75682,120118,45,株式会社アイワライフネット                      ,ソファレパークサイド　202号室                   ,防災,1,,,,,,,,,,,,
75683,120118,45,株式会社アイワライフネット                      ,グランハイム新堀東　住警器取付　機器共          ,防災,1,,,,,,,,,,,,
75684,120118,45,株式会社アイワライフネット                      ,カルム・ロジュマン　205号室                     ,防災,1,,,,,,,,,,,,
75674,120118,49,株式会社堀田組                                  ,三菱電機冷熱応用ｼｽﾃﾑ株式会社 貴志川工場         ,防災,1,,,,,,,,,,,,
75687,120118,66,株式会社宮井組                                  ,すずらんスプリンクラー工事　完了                ,防災,1,,,,,,,,,,,,
75685,120118,71,小川電機株式会社　伊都営業所                    ,ABC粉末消火器10型　詰替え                       ,防災,1,,,,,,,,,,,,
75673,120118,73,廣久旅館                                        ,防火対象物点検                                  ,防災,1,,,,,,,,,,,,
75675,120118,152,有限会社いわでん                                ,ｼﾃｨﾗｲﾌ21　非常照明点検及び書類作成費            ,防災,1,,,,,,,,,,,,
75676,120118,396,大和リビング株式会社　関西支店                  ,ｶｰｻﾞｴﾌﾘｰﾙA・B　消防設備保守点検                 ,防災,1,,,,,,,,,,,,
75679,120118,488,株式会社市川ビル                                ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
75690,120118,599,ツカサ電気                                      ,西谷マンション非常警報設備工事                  ,防災,1,,,,,,,,,,,,
75669,120116,130,小川電機株式会社　有田営業所                    ,シンエイクリエイト様                            ,防災,1,,,,,,,,,,,,
75668,120113,35,株式会社葵消防設備                              ,ABC粉末４型消火器                               ,防災,1,,,,,,,,,,,,
75666,120111,35,株式会社葵消防設備                              ,定温特殊６０℃普通型　BV40108K　ﾍﾞｰｽ共          ,防災,1,,,,,,,,,,,,
75667,120111,65,崇教真光 紀の川準道場                           ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
75665,120106,63,公立大学法人和歌山県立医科大学                  ,防刃手袋ワークウェア　Lサイズ                   ,防災,1,,,,,,,,,,,,
75652,111228,495,　株式会社山本商店                              ,工場電気工事                                    ,防災,1,,,,,,,,,,,,
75649,111227,35,株式会社葵消防設備                              ,24V0.45AH                                       ,防災,1,,,,,,,,,,,,
75646,111227,419,綜合警備保障株式会社                            ,スズキ自販和歌山　消防設備保守点検              ,防災,1,,,,,,,,,,,,
75637,111224,15,泉州防災株式会社                                ,LM関戸高架水槽弁取替                            ,防災,1,,,,,,,,,,,,
75638,111224,15,泉州防災株式会社                                ,LM中松江避難器具及び消火器取替                  ,防災,1,,,,,,,,,,,,
75639,111224,15,泉州防災株式会社                                ,NOBUTA　BLDG　延田ビル　消火器取替              ,防災,1,,,,,,,,,,,,
75640,111224,15,泉州防災株式会社                                ,イオン泉南修理分                                ,防災,1,,,,,,,,,,,,
75636,111222,15,泉州防災株式会社                                ,ケーズデンキ泉北店                              ,防災,1,,,,,,,,,,,,
75620,111221,15,泉州防災株式会社                                ,塩屋123改造工事                                 ,防災,1,,,,,,,,,,,,
75621,111221,15,泉州防災株式会社                                ,田辺123　　　　　　　消防設備保守点検           ,防災,1,,,,,,,,,,,,
75658,111220,15,泉州防災株式会社                                ,さつき荘・若松荘自火報工事                      ,防災,1,,,,,,,,,,,,
75626,111220,26,有限会社和歌浦電業                              ,パーク建物　監視カメラ再調整・設定              ,電気,1,,,,,,,,,,,,
75628,111220,35,株式会社葵消防設備                              ,12月8日　9時30分～14時30分　萩野　応援          ,防災,1,,,,,,,,,,,,
75629,111220,35,株式会社葵消防設備                              ,シーサイド観潮　8番断線修理                     ,防災,1,,,,,,,,,,,,
