売上№,売上日,得意先ｺｰﾄﾞ,得意先名,現場名,売上分類,行№,,,,,,,,,,,,
75092,110720,419,綜合警備保障株式会社                            ,クラフトパーク様                                ,防災,1,,,,,,,,,,,,
75127,110720,431,　　　　　井口                                  ,エアコン取付工事                                ,電気,1,,,,,,,,,,,,
75114,110720,496,有限会社丸福物産                                ,感知器交換工事                                  ,防災,1,,,,,,,,,,,,
75095,110720,547,株式会社ミヤザワ建設                            ,住友林業㈱ｸﾚｽﾄ５階工事                          ,防災,1,,,,,,,,,,,,
75091,110720,556,山東                                            ,リビングエアコン取替工事                        ,電気,1,,,,,,,,,,,,
75123,110720,557,伸和電気                                        ,避難ハシゴ標識板                                ,防災,1,,,,,,,,,,,,
75121,110720,563,俊英                                            ,丸福屋　消防設備保守点検                        ,防災,1,,,,,,,,,,,,
75083,110715,45,株式会社アイワライフネット                      ,ラフォーレ大野中                                ,防災,1,,,,,,,,,,,,
75084,110715,45,株式会社アイワライフネット                      ,住宅警報器（7月15日）                           ,防災,1,,,,,,,,,,,,
75086,110715,555,社会福祉法人　一会                              ,介護老人施設ローズ 消防設備点検(機器)           ,防災,1,,,,,,,,,,,,
75082,110714,45,株式会社アイワライフネット                      ,住宅警報器（7月14日）                           ,防災,1,,,,,,,,,,,,
75076,110713,2,朝日プラザ中之島管理組合                        ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
75081,110713,35,葵消防設備                                      ,差動式ｽﾎﾟｯﾄ型感知器２種（ﾍﾞｰｽ共）ﾆｯﾀﾝ           ,防災,1,,,,,,,,,,,,
75073,110713,45,株式会社アイワライフネット                      ,グリーンフルタカタA・B棟                        ,防災,1,,,,,,,,,,,,
75077,110713,45,株式会社アイワライフネット                      ,濱一戸建　　　　住宅警報器取付                  ,防災,1,,,,,,,,,,,,
75078,110713,45,株式会社アイワライフネット                      ,廣田一戸建　　　　　住宅警報器取付              ,防災,1,,,,,,,,,,,,
75074,110713,48,有限会社レインボーシステムズ                    ,7月9日　エクロールプラザ　電球交換              ,電気,1,,,,,,,,,,,,
75072,110713,256,南海化学株式会社                                ,消火ホース　65*20                               ,防災,1,,,,,,,,,,,,
75071,110712,45,株式会社アイワライフネット                      ,住宅警報器（7月12日）                           ,防災,1,,,,,,,,,,,,
75069,110711,45,株式会社アイワライフネット                      ,グリーンフル浜路　消火器10型                    ,防災,1,,,,,,,,,,,,
75070,110711,45,株式会社アイワライフネット                      ,ホワイトハイツ八幡　消火器4型                   ,防災,1,,,,,,,,,,,,
75067,110711,48,有限会社レインボーシステムズ                    ,7月8日　ダイヤモンドプラザ電球等交換            ,電気,1,,,,,,,,,,,,
75068,110711,48,有限会社レインボーシステムズ                    ,7月9日　ﾜｰﾙﾄﾞﾌﾟﾗｻﾞ南海                          ,電気,1,,,,,,,,,,,,
75065,110711,112,積和不動産関西株式会社                          ,ステージ金池　自火報工事                        ,防災,1,,,,,,,,,,,,
75061,110708,53,紀北防災                                        ,粉末ABC消火器　10型                             ,防災,1,,,,,,,,,,,,
75058,110705,419,綜合警備保障株式会社                            ,関本宗一商店様                                  ,防災,1,,,,,,,,,,,,
75055,110704,131,小川電機株式会社　和歌山営業所                  ,点検調整費雑材運搬費                            ,防災,1,,,,,,,,,,,,
75056,110704,511,鶴野　潤                                        ,エアコン                                        ,電気,1,,,,,,,,,,,,
75048,110701,3,株式会社 アストライン                           ,和歌山営業所　消防設備保守点検                  ,防災,1,,,,,,,,,,,,
75047,110701,118,株式会社たけでん                                ,注番：DEC8978                                   ,防災,1,,,,,,,,,,,,
75057,110630,133,大和計装株式会社                                ,三菱電機株式会社冷熱ｼｽﾃﾑ製作所                  ,電気,1,,,,,,,,,,,,
75049,110630,291,株式会社　ドゥ・オペレーション                  ,ホテルシルフ様                                  ,電気,1,,,,,,,,,,,,
75032,110629,45,株式会社アイワライフネット                      ,グリーンマンションⅡ　住宅警報器取付            ,防災,1,,,,,,,,,,,,
75026,110628,508,株式会社　朝永電気                              ,イオン新茨木店　　カフェラボ防災工事            ,電気,1,,,,,,,,,,,,
75028,110628,547,株式会社ミヤザワ建設                            ,大阪駅前第一ビル　届出書作成費                  ,防災,1,,,,,,,,,,,,
75035,110625,15,泉州防災株式会社                                ,（仮称）123布施店新築工事                       ,防災,1,,,,,,,,,,,,
75036,110625,15,泉州防災株式会社                                ,田辺1・2・3 　消防設備保守点検                  ,防災,1,,,,,,,,,,,,
75037,110625,15,泉州防災株式会社                                ,123松原店駐車場感知器取替                       ,防災,1,,,,,,,,,,,,
75038,110625,15,泉州防災株式会社                                ,岸和田ｽﾃﾝﾚｽ㈱倉庫誘導灯設置工事                 ,防災,1,,,,,,,,,,,,
75039,110625,15,泉州防災株式会社                                ,123インター店5階駐車場誤報修理                  ,防災,1,,,,,,,,,,,,
75005,110622,2,朝日プラザ中之島管理組合                        ,FLC15W                                          ,電気,1,,,,,,,,,,,,
75029,110620,15,泉州防災株式会社                                ,りんくうプレミアムアウトレット                  ,防災,1,,,,,,,,,,,,
75030,110620,15,泉州防災株式会社                                ,123鶴橋　社員寮　自動火災報知設備工事           ,防災,1,,,,,,,,,,,,
75031,110620,15,泉州防災株式会社                                ,岸和田競輪場　　　　　　消防設備保守点検        ,防災,1,,,,,,,,,,,,
75044,110620,19,身体障害者授産施設小倉園                        ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
75052,110620,19,身体障害者授産施設小倉園                        ,消防設備点検後改修                              ,防災,1,,,,,,,,,,,,
75007,110620,26,有限会社和歌浦電業                              ,宮前薬局　届出書類及び消防検査立会費            ,防災,1,,,,,,,,,,,,
75009,110620,35,葵消防設備                                      ,BG70221H　非常警報設備                          ,防災,1,,,,,,,,,,,,
75027,110620,35,葵消防設備                                      ,フェイスビル                                    ,防災,1,,,,,,,,,,,,
75064,110620,35,葵消防設備                                      ,6/8・15・16・17・21・22　萩野応援               ,防災,1,,,,,,,,,,,,
75017,110620,38,伸和電設株式会社                                ,三菱5工場自販機電源工事                         ,電気,1,,,,,,,,,,,,
75018,110620,38,伸和電設株式会社                                ,三菱5工場２階ﾜｲﾔﾚｽｱﾝﾃﾅ移設                      ,電気,1,,,,,,,,,,,,
75019,110620,38,伸和電設株式会社                                ,三菱1工場３階誘導灯設置工事                     ,防災,1,,,,,,,,,,,,
75020,110620,38,伸和電設株式会社                                ,三菱1工３階ベル移設及びLAN端末工事              ,電気,1,,,,,,,,,,,,
75021,110620,38,伸和電設株式会社                                ,三菱7工場消防設備工事及びLAN工事                ,防災,1,,,,,,,,,,,,
75012,110620,48,有限会社レインボーシステムズ                    ,6月2日　ﾜｰﾙﾄﾞﾌﾟﾗｻﾞ南海                          ,電気,1,,,,,,,,,,,,
75013,110620,48,有限会社レインボーシステムズ                    ,6月2日　ダイヤモンドプラザ電球等交換            ,電気,1,,,,,,,,,,,,
75025,110620,48,有限会社レインボーシステムズ                    ,ネオハロビーム（お引取分）                      ,電気,1,,,,,,,,,,,,
75045,110620,49,株式会社堀田組                                  ,三菱電機冷熱応用ｼｽﾃﾑ株式会社 貴志川工場         ,防災,1,,,,,,,,,,,,
75059,110620,53,紀北防災                                        ,工事手伝い（社長）                              ,防災,1,,,,,,,,,,,,
75006,110620,61,山本電気株式会社                                ,サンビル地下1階　煙感知器復旧                   ,防災,1,,,,,,,,,,,,
75010,110620,85,有限会社フジテック                              ,㈱117和歌山本部　 　　　消防設備保守点検        ,防災,1,,,,,,,,,,,,
75011,110620,85,有限会社フジテック                              ,117プラザ様  消防設備点検後改修                 ,防災,1,,,,,,,,,,,,
75016,110620,86,株式会社宮本工業                                ,㈱松源　妙寺店改装工事                          ,防災,1,,,,,,,,,,,,
75002,110620,139,おむすびの味里                                  ,本店空調修理                                    ,電気,1,,,,,,,,,,,,
75118,110620,144,和綿株式会社                                    ,和綿工場　消防設備保守点検                      ,防災,1,,,,,,,,,,,,
75043,110620,150,ファースト                                      ,平成23年6月20日,防災,1,,,,,,,,,,,,
75023,110620,181,株式会社青木実業                                ,シンフォニービル様                              ,防災,1,,,,,,,,,,,,
75062,110620,197,パーラーゴリラ                                  ,消防設備点検後改修（6月30日完了）               ,防災,1,,,,,,,,,,,,
75015,110620,207,株式会社LIXILニッタン和歌山営業所               ,和歌山県医大　動物実験施設エアーシャワー        ,防災,1,,,,,,,,,,,,
75014,110620,286,株式会社　東洋エンタープライズ                  ,きのくにアバローム様　消防設備保守点検          ,防災,1,,,,,,,,,,,,
75042,110620,290,ファーストⅡ                                    ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
