売上№,売上日,得意先ｺｰﾄﾞ,得意先名,現場名,売上分類,行№,,,,,,,,,,,,
77381,130420,26,有限会社和歌浦電業                              ,ﾗｲﾄﾊｳｽ黒田店　消防設備保守点検                  ,防災,1,,,,,,,,,,,,
77390,130420,26,有限会社和歌浦電業                              ,憩いの郷　消防設備保守点検                      ,防災,1,,,,,,,,,,,,
77427,130420,28,株式会社ケイズ                                  ,オオミヤ和歌山本店                              ,電気,1,,,,,,,,,,,,
77422,130420,36,有限会社紀州エンジニアリング                    ,御坊小学校分　感知器取替工事                    ,電気,1,,,,,,,,,,,,
77424,130420,36,有限会社紀州エンジニアリング                    ,御坊小学校分　受信機取替工事                    ,電気,1,,,,,,,,,,,,
77451,130420,38,伸和電設株式会社                                ,三菱電機㈱第1工場スピーカー修理                 ,電気,1,,,,,,,,,,,,
77452,130420,38,伸和電設株式会社                                ,三菱電機㈱冷熱システム製作所                    ,電気,1,,,,,,,,,,,,
77453,130420,38,伸和電設株式会社                                ,三菱電機㈱工場間ｱｰｹｰﾄﾞ高天井LED化工事           ,電気,1,,,,,,,,,,,,
77380,130420,45,株式会社アイワライフネット                      ,サクラビル　消防設備保守点検                    ,防災,1,,,,,,,,,,,,
77408,130420,49,株式会社堀田組                                  ,10921-354                                       ,電気,1,,,,,,,,,,,,
77409,130420,49,株式会社堀田組                                  ,10921-364                                       ,電気,1,,,,,,,,,,,,
77443,130420,53,紀北防災                                        ,パチンコアイドル                                ,防災,1,,,,,,,,,,,,
77398,130420,62,リバーサイドマンション管理組合                  ,リバーサイドマンション                          ,防災,1,,,,,,,,,,,,
77439,130420,112,積和不動産関西株式会社                          ,フレグランス巴　103号                           ,電気,1,,,,,,,,,,,,
77413,130420,126,株式会社狩谷電気店                              ,紀央館高校                                      ,電気,1,,,,,,,,,,,,
77382,130420,140,有限会社三笠屋                                  ,ナビオミカサ　消防設備保守点検                  ,防災,1,,,,,,,,,,,,
77396,130420,148,坂田電工                                        ,和歌山王子コンテナー㈱                          ,防災,1,,,,,,,,,,,,
77417,130420,152,有限会社いわでん                                ,ＷＩＮＧ橋本店　自火報設備工事                  ,電気,1,,,,,,,,,,,,
77418,130420,152,有限会社いわでん                                ,生活介護事業所（しゅり）自火報設備              ,電気,1,,,,,,,,,,,,
77420,130420,152,有限会社いわでん                                ,生活介護事業所（しゅり）                        ,電気,1,,,,,,,,,,,,
77421,130420,152,有限会社いわでん                                ,生活介護事業所（しゅり）                        ,電気,1,,,,,,,,,,,,
77372,130420,191,アルプデンキ                                    ,辻整形外科病院　消防設備保守点検                ,防災,1,,,,,,,,,,,,
77446,130420,261,穴蔵                                            ,受信所板                                        ,防災,1,,,,,,,,,,,,
77441,130420,378,積和不動産関西株式会社                          ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
77411,130420,433,医療法人三光会　かがやきくらぶ                  ,かがやきくらぶ様                                ,電気,1,,,,,,,,,,,,
77399,130420,516,浅江胃腸科                                      ,浅江胃腸科　様                                  ,防災,1,,,,,,,,,,,,
77410,130420,546,株式会社江川組                                  ,㈱キングライン倉庫新築工事                      ,電気,1,,,,,,,,,,,,
77369,130420,572,村本建設株式会社                                ,(仮称)末広有料老人ホーム新築工事                ,電気,1,,,,,,,,,,,,
77391,130420,578,中矢電設                                        ,グループホーム はるす及び西吉野                 ,防災,1,,,,,,,,,,,,
77430,130420,579,ＴＫＬＣ株式会社                                ,七森中層団地　消防設備点検後修繕                ,防災,1,,,,,,,,,,,,
77412,130420,582,やすらぎの郷　メゾンドシンフォニー              ,メゾンドシンフォニー様                          ,電気,1,,,,,,,,,,,,
77449,130420,583,常伸建設                                        ,インテリアひろみ様                              ,電気,1,,,,,,,,,,,,
77401,130420,614,株式会社クリーン工房                            ,アバローム紀の国                                ,防災,1,,,,,,,,,,,,
77386,130420,707,社会福祉法人　おもと園                          ,知的障害者授産施設　おもと園様                  ,防災,1,,,,,,,,,,,,
77464,130419,15,泉州防災株式会社                                ,ケアホーム旭ヶ丘新築工事                        ,電気,1,,,,,,,,,,,,
77465,130419,15,泉州防災株式会社                                ,ケアホーム旭ヶ丘                                ,電気,1,,,,,,,,,,,,
77394,130419,375,住宅福祉総合ケアセンター                        ,あがら花まる　1　消防設備保守点検               ,防災,1,,,,,,,,,,,,
77388,130419,601,まつもと眼科                                    ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
77385,130418,45,株式会社アイワライフネット                      ,セジュールあきらⅠ　106号                       ,防災,1,,,,,,,,,,,,
77429,130418,555,社会福祉法人　一会                              ,介護老人保健施設ローズ                          ,防災,1,,,,,,,,,,,,
77454,130417,15,泉州防災株式会社                                ,パンケーキ店Ｄｅ-Ｎｉｒｏ                       ,防災,1,,,,,,,,,,,,
77475,130417,118,株式会社たけでん                                ,注番：DEC9543                                   ,防災,1,,,,,,,,,,,,
77445,130417,261,穴蔵                                            ,消防設備点検（総合点検）                        ,防災,1,,,,,,,,,,,,
77466,130416,15,泉州防災株式会社                                ,レムズ金鳳                                      ,電気,1,,,,,,,,,,,,
77436,130416,31,株式会社関西電化サービス                        ,スコープ宮本                                    ,電気,1,,,,,,,,,,,,
77373,130416,45,株式会社アイワライフネット                      ,第2川端マンション　701号                        ,防災,1,,,,,,,,,,,,
77387,130416,287,ヘルパーステーション内原                        ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
77438,130415,36,有限会社紀州エンジニアリング                    ,パチンコ　サンキュー                            ,防災,1,,,,,,,,,,,,
77370,130415,45,株式会社アイワライフネット                      ,グリーンフル堀井                                ,電気,1,,,,,,,,,,,,
77455,130413,15,泉州防災株式会社                                ,ライオンズマンション和歌山中松江                ,電気,1,,,,,,,,,,,,
77378,130413,45,株式会社アイワライフネット                      ,メゾン・ドリーム                                ,防災,1,,,,,,,,,,,,
77450,130411,133,大和計装株式会社                                ,三菱電機　第7工場　応援                         ,電気,1,,,,,,,,,,,,
77377,130410,45,株式会社アイワライフネット                      ,リベラルパレス塩屋　201号                       ,防災,1,,,,,,,,,,,,
77366,130409,45,株式会社アイワライフネット                      ,グレイス木ノ本　102号                           ,防災,1,,,,,,,,,,,,
77367,130409,45,株式会社アイワライフネット                      ,グレイス木ノ本　402号                           ,防災,1,,,,,,,,,,,,
77363,130409,706,和歌山県スポーツ振興財団                        ,2階女子ﾄｲﾚ天井内換気Vﾍﾞﾙﾄ取替修繕               ,電気,1,,,,,,,,,,,,
77376,130406,45,株式会社アイワライフネット                      ,ル・シェール上兵庫                              ,防災,1,,,,,,,,,,,,
77457,130405,15,泉州防災株式会社                                ,ライオンズマンション和歌山田中町                ,防災,1,,,,,,,,,,,,
77444,130405,35,株式会社葵消防設備                              ,光電式ｽﾎﾟｯﾄ型感知器2種(ﾍﾞｰｽ共) ﾊﾟﾅｿﾆｯｸ          ,防災,1,,,,,,,,,,,,
77357,130403,45,株式会社アイワライフネット                      ,ストリームヴィレッジ　106号                     ,防災,1,,,,,,,,,,,,
77358,130403,45,株式会社アイワライフネット                      ,グリーンフルブルーム　205号                     ,防災,1,,,,,,,,,,,,
77435,130403,184,長添電工                                        ,オーエ                                          ,電気,1,,,,,,,,,,,,
77476,130403,404,カフェローレクス                                ,レフ電球１個　取替費込                          ,防災,1,,,,,,,,,,,,
77353,130331,141,株式会社オーティーエル                          ,東京西新宿焼き肉店                              ,電気,1,,,,,,,,,,,,
77354,130331,141,株式会社オーティーエル                          ,平野区学生寮                                    ,電気,1,,,,,,,,,,,,
77355,130331,141,株式会社オーティーエル                          ,アクロス新大阪ビル11階                          ,電気,1,,,,,,,,,,,,
77356,130331,141,株式会社オーティーエル                          ,洛東館　テナント                                ,電気,1,,,,,,,,,,,,
77351,130331,259,アサカワリフォーム株式会社                      ,県立和歌山北高校寄宿舎                          ,電気,1,,,,,,,,,,,,
77352,130331,259,アサカワリフォーム株式会社                      ,県立和歌山北高校                                ,電気,1,,,,,,,,,,,,
77362,130331,259,アサカワリフォーム株式会社                      ,西松江緑地体育館耐震改修建築工事                ,電気,1,,,,,,,,,,,,
77348,130331,583,常伸建設                                        ,ＮＫビル様　消防設備保守点検(総合点検)          ,防災,1,,,,,,,,,,,,
77349,130331,704,岸化学グループ　　和歌山支店                    ,御社                                            ,防災,1,,,,,,,,,,,,
77350,130331,705,株式会社　春台設備                              ,ピアチェーレムラカミ                            ,電気,1,,,,,,,,,,,,
77467,130330,15,泉州防災株式会社                                ,Ｐ＆Ｇ                                          ,電気,1,,,,,,,,,,,,
77462,130329,15,泉州防災株式会社                                ,１２３和歌山インター店                          ,電気,1,,,,,,,,,,,,
77402,130329,49,株式会社堀田組                                  ,10921-347                                       ,電気,1,,,,,,,,,,,,
77403,130329,49,株式会社堀田組                                  ,10921-342                                       ,電気,1,,,,,,,,,,,,
77404,130329,49,株式会社堀田組                                  ,10921-348                                       ,電気,1,,,,,,,,,,,,
77415,130329,126,株式会社狩谷電気店                              ,ソフトバンク様　直送分                          ,電気,1,,,,,,,,,,,,
77346,130329,207,ニッタン株式会社　和歌山営業所                  ,田辺営業所津波対策工事                          ,電気,1,,,,,,,,,,,,
77347,130329,207,ニッタン株式会社　和歌山営業所                  ,箕島別館　避難口誘導灯取替                      ,電気,1,,,,,,,,,,,,
77342,130329,688,株式会社　日紀建設                              ,楠見東小学校屋外トイレ設置工事                  ,電気,1,,,,,,,,,,,,
77343,130329,688,株式会社　日紀建設                              ,磯の浦海水浴場観光トイレ設置工事                ,電気,1,,,,,,,,,,,,
77344,130329,688,株式会社　日紀建設                              ,県立和歌山盲学校ガラス他修繕                    ,電気,1,,,,,,,,,,,,
77345,130329,688,株式会社　日紀建設                              ,県民文化会館 特室改修電気設備工事               ,電気,1,,,,,,,,,,,,
77456,130328,15,泉州防災株式会社                                ,ライオンズマンション和歌山三木町                ,防災,1,,,,,,,,,,,,
77375,130328,45,株式会社アイワライフネット                      ,グリーンマンションⅡ　403号                     ,防災,1,,,,,,,,,,,,
77338,130328,314,和歌山市長　大橋建一                            ,中央終末処理場及び各ポンプ場                    ,防災,1,,,,,,,,,,,,
77361,130328,314,和歌山市長　大橋建一                            ,災害廃棄物仮置ﾔｰﾄﾞ整備電気設備工事              ,電気,1,,,,,,,,,,,,
77468,130327,15,泉州防災株式会社                                ,１２３座間店                                    ,防災,1,,,,,,,,,,,,
77374,130326,45,株式会社アイワライフネット                      ,グリーンフル湯川　113号                         ,防災,1,,,,,,,,,,,,
77323,130325,15,泉州防災株式会社                                ,ｻｰﾋﾞｽ付高齢者向け住宅　富士桜新築工事           ,電気,1,,,,,,,,,,,,
77327,130325,15,泉州防災株式会社                                ,消防設備保守点検                                ,防災,1,,,,,,,,,,,,
77336,130325,15,泉州防災株式会社                                ,１２３座間店                                    ,防災,1,,,,,,,,,,,,
77437,130322,138,北畑不動産株式会社                              ,サングレース十二番丁　302号                     ,電気,1,,,,,,,,,,,,
77335,130322,698,有田鉄道株式会社                                ,松島館分                                        ,電気,1,,,,,,,,,,,,
77319,130322,701,下田                                            ,下田様邸　設備工事                              ,電気,1,,,,,,,,,,,,
77334,130322,702,株式会社　エコ関西                              ,松島館                                          ,電気,1,,,,,,,,,,,,
77337,130321,45,株式会社アイワライフネット                      ,ハイツサンスイ　305号                           ,防災,1,,,,,,,,,,,,
77364,130321,45,株式会社アイワライフネット                      ,住宅用火災警報器（けむり当番SH38455K）          ,防災,1,,,,,,,,,,,,
77431,130321,48,有限会社レインボーシステムズ                    ,ダイヤモンドプラザ                              ,電気,1,,,,,,,,,,,,
77432,130321,48,有限会社レインボーシステムズ                    ,エクロールプラザ                                ,電気,1,,,,,,,,,,,,
77434,130321,48,有限会社レインボーシステムズ                    ,ワールドプラザ南海                              ,電気,1,,,,,,,,,,,,
77325,130320,15,泉州防災株式会社                                ,永山病院　駐車場                                ,電気,1,,,,,,,,,,,,
77326,130320,15,泉州防災株式会社                                ,イオン日根野店　中継器                          ,電気,1,,,,,,,,,,,,
77328,130320,15,泉州防災株式会社                                ,サニーヴィラひまわり 工事費                     ,電気,1,,,,,,,,,,,,
77329,130320,15,泉州防災株式会社                                ,大阪リソースセンター２階                        ,電気,1,,,,,,,,,,,,
77330,130320,15,泉州防災株式会社                                ,東南環境事業センター                            ,電気,1,,,,,,,,,,,,
77278,130320,19,身体障害者授産施設小倉園                        ,消防設備保守点検（総合点検）                    ,防災,1,,,,,,,,,,,,
77277,130320,36,有限会社紀州エンジニアリング                    ,御坊警察署宿舎電気設備工事                      ,電気,1,,,,,,,,,,,,
77308,130320,36,有限会社紀州エンジニアリング                    ,下富安団地　消防設備点検（機器点検）            ,防災,1,,,,,,,,,,,,
77304,130320,38,伸和電設株式会社                                ,三菱電機㈱第７工場 外部                         ,電気,1,,,,,,,,,,,,
