売上日=uriagebi,"売上№=masterid,dempyounum",得意先ｺｰﾄﾞ=customerid,                                                                                                                                            ,
2011/12/20,75661,403,   ,
2011/12/20,75651,519,   ,
2011/12/20,75611,570,   ,
2011/12/20,75787,579,   ,
2011/12/20,75664,595,   ,
2011/12/19,75616,547,   ,
2011/12/16,75614,15,   ,
2011/12/16,75615,15,   ,
2011/12/16,75613,570,   ,
2011/12/15,75596,45,   ,
2011/12/15,75604,45,   ,
2011/12/15,75605,45,   ,
2011/12/15,75606,45,   ,
2011/12/15,75597,48,   ,
2011/12/15,75603,48,   ,
2011/12/15,75598,85,   ,
2011/12/15,75600,85,   ,
2011/12/15,75632,156,   ,
2011/12/15,75601,419,   ,
2011/12/15,75602,419,   ,
2011/12/14,75595,126,   ,
2011/12/13,75593,45,   ,
2011/12/13,75587,286,   ,
2011/12/13,75588,286,   ,
2011/12/13,75590,547,   ,
2011/12/13,75591,547,   ,
2011/12/9,75586,35,   ,
2011/12/6,75582,131,   ,
2011/12/5,75578,55,   ,
2011/12/1,75565,45,   ,
2011/12/1,75573,118,   ,
2011/12/1,75574,118,   ,
2011/11/30,75561,178,   ,
2011/11/30,75556,207,   ,
2011/11/30,75585,592,   ,
2011/11/29,75560,207,   ,
2011/11/28,75546,141,   ,
2011/11/25,75541,15,   ,
2011/11/25,75542,15,   ,
2011/11/25,75543,15,   ,
2011/11/25,75544,15,   ,
2011/11/25,75559,15,   ,
2011/11/25,75526,35,   ,
2011/11/25,75538,35,   ,
2011/11/24,75494,118,   ,
2011/11/21,75487,15,   ,
2011/11/20,75549,15,   ,
2011/11/20,75550,15,   ,
2011/11/20,75551,15,   ,
2011/11/20,75552,15,   ,
2011/11/20,75555,15,   ,
2011/11/20,75532,26,   ,
2011/11/20,75517,35,   ,
2011/11/20,75511,36,   ,
2011/11/20,75566,38,   ,
2011/11/20,75568,38,   ,
2011/11/20,75569,38,   ,
2011/11/20,75562,39,   ,
2011/11/20,75510,42,   ,
2011/11/20,75497,45,   ,
2011/11/20,75498,45,   ,
2011/11/20,75499,45,   ,
2011/11/20,75500,45,   ,
2011/11/20,75501,45,   ,
2011/11/20,75502,45,   ,
2011/11/20,75503,45,   ,
2011/11/20,75545,47,   ,
2011/11/20,75522,48,   ,
2011/11/20,75523,48,   ,
2011/11/20,75533,48,   ,
2011/11/20,75534,48,   ,
2011/11/20,75535,48,   ,
2011/11/20,75537,48,   ,
2011/11/20,75513,53,   ,
2011/11/20,75527,53,   ,
2011/11/20,75519,61,   ,
2011/11/20,75580,61,   ,
2011/11/20,75581,61,   ,
2011/11/20,75505,66,   ,
2011/11/20,75509,77,   ,
2011/11/20,75570,78,   ,
2011/11/20,75488,112,   ,
2011/11/20,75518,132,   ,
2011/11/20,75521,148,   ,
2011/11/20,75529,152,   ,
2011/11/20,75531,152,   ,
2011/11/20,75512,184,   ,
2011/11/20,75583,189,   ,
2011/11/20,75564,269,   ,
2011/11/20,75563,286,   ,
2011/11/20,75547,291,   ,
2011/11/20,75554,321,   ,
2011/11/20,75539,374,   ,
2011/11/20,75592,378,   ,
2011/11/20,75514,438,   ,
2011/11/20,75515,438,   ,
2011/11/20,75516,438,   ,
2011/11/20,75540,572,   ,
2011/11/20,75493,586,   ,
2011/11/20,75508,589,   ,
2011/11/20,75572,590,   ,
2011/11/17,75486,35,   ,
2011/11/17,75496,587,   ,
2011/11/15,75483,131,   ,
2011/11/14,75478,35,   ,
2011/11/14,75479,131,   ,
2011/11/14,75480,131,   ,
2011/11/14,75477,291,   ,
2011/11/14,75474,372,   ,
2011/11/14,75475,372,   ,
2011/11/14,75476,372,   ,
2011/11/14,75482,584,   ,
2011/11/10,75548,85,   ,
2011/11/9,75472,427,   ,
2011/11/4,75465,574,   ,
2011/11/2,75462,53,   ,
2011/11/2,75452,118,   ,
2011/10/31,75461,207,   ,
2011/10/27,75448,349,   ,
2011/10/26,75433,40,   ,
2011/10/25,75434,15,   ,
2011/10/25,75435,15,   ,
2011/10/25,75436,15,   ,
2011/10/25,75437,15,   ,
2011/10/25,75438,15,   ,
2011/10/25,75443,15,   ,
2011/10/25,75444,15,   ,
2011/10/25,75427,35,   ,
2011/10/24,75419,60,   ,
2011/10/24,75418,280,   ,
2011/10/21,75399,130,   ,
2011/10/21,75459,374,   ,
2011/10/21,75410,576,   ,
2011/10/20,75408,19,   ,
2011/10/20,75429,19,   ,
2011/10/20,75430,19,   ,
2011/10/20,75431,19,   ,
2011/10/20,75409,21,   ,
2011/10/20,75386,35,   ,
2011/10/20,75442,35,   ,
2011/10/20,75405,36,   ,
2011/10/20,75414,38,   ,
2011/10/20,75423,38,   ,
2011/10/20,75424,38,   ,
2011/10/20,75432,40,   ,
2011/10/20,75380,45,   ,
2011/10/20,75381,45,   ,
2011/10/20,75382,45,   ,
2011/10/20,75383,45,   ,
2011/10/20,75384,45,   ,
2011/10/20,75385,45,   ,
2011/10/20,75388,45,   ,
2011/10/20,75389,45,   ,
2011/10/20,75390,45,   ,
2011/10/20,75392,45,   ,
2011/10/20,75393,45,   ,
2011/10/20,75394,45,   ,
2011/10/20,75396,45,   ,
2011/10/20,75397,45,   ,
2011/10/20,75415,48,   ,
2011/10/20,75428,49,   ,
2011/10/20,75413,53,   ,
2011/10/20,75416,85,   ,
2011/10/20,75460,134,   ,
2011/10/20,75471,134,   ,
2011/10/20,75454,138,   ,
2011/10/20,75440,170,   ,
2011/10/20,75407,183,   ,
2011/10/20,75425,189,   ,
2011/10/20,75466,286,   ,
2011/10/20,75406,332,   ,
2011/10/20,75441,374,   ,
2011/10/20,75485,378,   ,
2011/10/20,75450,433,   ,
2011/10/20,75426,519,   ,
2011/10/20,75455,547,   ,
2011/10/20,75456,547,   ,
2011/10/20,75457,547,   ,
2011/10/20,75458,547,   ,
2011/10/20,75417,572,   ,
2011/10/20,75470,578,   ,
2011/10/20,75403,579,   ,
2011/10/20,75422,581,   ,
2011/10/20,75451,582,   ,
2011/10/15,75379,131,   ,
2011/10/13,75376,396,   ,
2011/10/12,75374,71,   ,
2011/10/12,75373,576,   ,
2011/10/11,75369,53,   ,
2011/10/11,75367,61,   ,
2011/10/11,75368,61,   ,
2011/10/11,75387,61,   ,
2011/10/6,75364,83,   ,
2011/10/3,75366,71,   ,
2011/10/3,75359,132,   ,
2011/10/3,75361,574,   ,
2011/9/30,75354,39,   ,
2011/9/30,75357,45,   ,
2011/9/30,75350,131,   ,
2011/9/30,75351,291,   ,
2011/9/28,75326,140,   ,
2011/9/28,75327,140,   ,
2011/9/25,75336,15,   ,
2011/9/25,75337,15,   ,
2011/9/25,75338,15,   ,
2011/9/25,75340,15,   ,
2011/9/25,75342,15,   ,
2011/9/25,75343,15,   ,
2011/9/25,75344,15,   ,
2011/9/25,75346,15,   ,
2011/9/25,75355,15,   ,
2011/9/25,75356,15,   ,
2011/9/22,75293,566,   ,
2011/9/22,75305,577,   ,
2011/9/21,75292,35,   ,
2011/9/21,75291,171,   ,
2011/9/20,75314,35,   ,
2011/9/20,75358,35,   ,
2011/9/20,75328,38,   ,
2011/9/20,75329,38,   ,
2011/9/20,75330,38,   ,
2011/9/20,75331,38,   ,
2011/9/20,75334,38,   ,
2011/9/20,75362,40,   ,
2011/9/20,75287,45,   ,
2011/9/20,75315,48,   ,
2011/9/20,75316,48,   ,
2011/9/20,75317,48,   ,
2011/9/20,75319,48,   ,
2011/9/20,75320,48,   ,
2011/9/20,75332,49,   ,
2011/9/20,75296,60,   ,
2011/9/20,75360,61,   ,
2011/9/20,75302,85,   ,
2011/9/20,75311,112,   ,
2011/9/20,75288,118,   ,
2011/9/20,75310,127,   ,
2011/9/20,75294,139,   ,
2011/9/20,75308,148,   ,
2011/9/20,75295,152,   ,
2011/9/20,75290,266,   ,
2011/9/20,75306,286,   ,
2011/9/20,75313,286,   ,
2011/9/20,75289,291,   ,
2011/9/20,75312,291,   ,
2011/9/20,75349,314,   ,
2011/9/20,75347,345,   ,
2011/9/20,75348,374,   ,
2011/9/20,75370,378,   ,
2011/9/20,75301,493,   ,
2011/9/20,75309,519,   ,
2011/9/20,75299,571,   ,
2011/9/20,75323,572,   ,
2011/9/16,75286,138,   ,
2011/9/15,75285,20,   ,
2011/9/13,75283,35,   ,
2011/9/13,75277,45,   ,
2011/9/13,75278,45,   ,
2011/9/13,75279,45,   ,
2011/9/13,75280,45,   ,
2011/9/13,75281,45,   ,
2011/9/13,75282,45,   ,
2011/9/13,75274,71,   ,
2011/9/13,75273,174,   ,
2011/9/7,75269,28,   ,
2011/9/7,75271,568,   ,
2011/9/7,75270,569,   ,
2011/9/6,75267,131,   ,
2011/9/1,75265,567,   ,
2011/8/31,75263,35,   ,
2011/8/31,75272,118,   ,
2011/8/30,75262,146,   ,
2011/8/30,75261,432,   ,
2011/8/29,75258,45,   ,
2011/8/29,75259,566,   ,
2011/8/27,75304,38,   ,
2011/8/26,75232,35,   ,
2011/8/26,75250,36,   ,
2011/8/26,75236,45,   ,
2011/8/26,75307,286,   ,
2011/8/26,75235,291,   ,
2011/8/25,75238,15,   ,
2011/8/25,75239,15,   ,
2011/8/25,75240,15,   ,
2011/8/25,75241,15,   ,
2011/8/25,75242,15,   ,
2011/8/25,75243,15,   ,
2011/8/25,75244,15,   ,
2011/8/25,75245,15,   ,
2011/8/25,75246,15,   ,
2011/8/25,75247,15,   ,
2011/8/25,75248,15,   ,
2011/8/25,75251,15,   ,
2011/8/25,75252,15,   ,
2011/8/25,75253,15,   ,
2011/8/24,75318,48,   ,
2011/8/24,75213,564,   ,
2011/8/23,75189,141,   ,
2011/8/21,75148,308,   ,
2011/8/20,75229,26,   ,
2011/8/20,75225,35,   ,
2011/8/20,75214,38,   ,
2011/8/20,75217,38,   ,
2011/8/20,75218,38,   ,
2011/8/20,75219,38,   ,
2011/8/20,75220,38,   ,
2011/8/20,75224,38,   ,
2011/8/20,75223,39,   ,
2011/8/20,75170,45,   ,
2011/8/20,75171,45,   ,
2011/8/20,75172,45,   ,
2011/8/20,75173,45,   ,
2011/8/20,75203,48,   ,
2011/8/20,75190,49,   ,
2011/8/20,75191,49,   ,
2011/8/20,75192,49,   ,
2011/8/20,75193,49,   ,
2011/8/20,75194,49,   ,
2011/8/20,75195,49,   ,
2011/8/20,75196,49,   ,
2011/8/20,75197,49,   ,
2011/8/20,75198,49,   ,
2011/8/20,75199,49,   ,
2011/8/20,75200,49,   ,
2011/8/20,75202,53,   ,
2011/8/20,75181,61,   ,
2011/8/20,75182,61,   ,
2011/8/20,75227,61,   ,
2011/8/20,75183,78,   ,
2011/8/20,75186,78,   ,
2011/8/20,75256,207,   ,
2011/8/20,75177,224,   ,
2011/8/20,75257,237,   ,
2011/8/20,75228,286,   ,
2011/8/20,75175,292,   ,
2011/8/20,75254,374,   ,
2011/8/20,75255,378,   ,
2011/8/20,75174,396,   ,
2011/8/20,75266,433,   ,
2011/8/20,75264,438,   ,
2011/8/20,75201,547,   ,
2011/8/20,75176,557,   ,
2011/8/20,75180,560,   ,
2011/8/20,75185,561,   ,
2011/8/20,75226,562,   ,
2011/8/20,75221,565,   ,
2011/8/19,75169,131,   ,
2011/8/19,75167,284,   ,
2011/8/18,75165,519,   ,
2011/8/18,75166,519,   ,
2011/8/12,75160,131,   ,
2011/8/10,75164,419,   ,
2011/8/8,75161,53,   ,
2011/8/5,75158,15,   ,
2011/8/1,75208,48,   ,
2011/8/1,75209,48,   ,
2011/8/1,75210,48,   ,
2011/8/1,75149,419,   ,
2011/8/1,75156,558,   ,
2011/7/31,75157,133,   ,
2011/7/29,75153,118,   ,
2011/7/26,75122,266,   ,
2011/7/25,75033,15,   ,
2011/7/25,75125,15,   ,
2011/7/25,75133,15,   ,
2011/7/25,75135,15,   ,
2011/7/25,75136,15,   ,
2011/7/25,75137,15,   ,
2011/7/25,75138,15,   ,
2011/7/25,75139,15,   ,
2011/7/25,75140,15,   ,
2011/7/25,75141,15,   ,
2011/7/25,75142,15,   ,
2011/7/25,75150,15,   ,
2011/7/25,75151,15,   ,
2011/7/25,75152,15,   ,
2011/7/25,75103,174,   ,
2011/7/25,75113,291,   ,
2011/7/25,75102,419,   ,
2011/7/23,75117,150,   ,
2011/7/22,75204,48,   ,
2011/7/22,75205,48,   ,
2011/7/22,75206,48,   ,
2011/7/22,75207,48,   ,
2011/7/22,75094,396,   ,
2011/7/20,75131,26,   ,
2011/7/20,75144,26,   ,
2011/7/20,75096,35,   ,
2011/7/20,75159,35,   ,
2011/7/20,75097,36,   ,
2011/7/20,75143,36,   ,
2011/7/20,75116,37,   ,
2011/7/20,75109,38,   ,
2011/7/20,75110,38,   ,
2011/7/20,75093,45,   ,
2011/7/20,75111,46,   ,
2011/7/20,75105,49,   ,
2011/7/20,75106,49,   ,
2011/7/20,75107,49,   ,
2011/7/20,75108,49,   ,
2011/7/20,75130,60,   ,
2011/7/20,75098,85,   ,
2011/7/20,75112,141,   ,
2011/7/20,75115,167,   ,
2011/7/20,75126,189,   ,
2011/7/20,75145,286,   ,
2011/7/20,75128,292,   ,
2011/7/20,75129,292,   ,
2011/7/20,75119,365,   ,
2011/7/20,75162,378,   ,
2011/7/20,75092,419,   ,
2011/7/20,75127,431,   ,
2011/7/20,75114,496,   ,
2011/7/20,75095,547,   ,
2011/7/20,75091,556,   ,
2011/7/20,75123,557,   ,
2011/7/20,75121,563,   ,
2011/7/15,75083,45,   ,
2011/7/15,75084,45,   ,
2011/7/15,75086,555,   ,
2011/7/14,75082,45,   ,
2011/7/13,75076,2,   ,
2011/7/13,75081,35,   ,
2011/7/13,75073,45,   ,
2011/7/13,75077,45,   ,
2011/7/13,75078,45,   ,
2011/7/13,75074,48,   ,
2011/7/13,75072,256,   ,
2011/7/12,75071,45,   ,
2011/7/11,75069,45,   ,
2011/7/11,75070,45,   ,
2011/7/11,75067,48,   ,
2011/7/11,75068,48,   ,
2011/7/11,75065,112,   ,
2011/7/8,75061,53,   ,
2011/7/5,75058,419,   ,
2011/7/4,75055,131,   ,
2011/7/4,75056,511,   ,
2011/7/1,75048,3,   ,
2011/7/1,75047,118,   ,
2011/6/30,75057,133,   ,
2011/6/30,75049,291,   ,
2011/6/29,75032,45,   ,
2011/6/28,75026,508,   ,
2011/6/28,75028,547,   ,
2011/6/25,75035,15,   ,
2011/6/25,75036,15,   ,
2011/6/25,75037,15,   ,
2011/6/25,75038,15,   ,
2011/6/25,75039,15,   ,
2011/6/22,75005,2,   ,
2011/6/20,75029,15,   ,
2011/6/20,75030,15,   ,
2011/6/20,75031,15,   ,
2011/6/20,75044,19,   ,
2011/6/20,75052,19,   ,
2011/6/20,75007,26,   ,
2011/6/20,75009,35,   ,
2011/6/20,75027,35,   ,
2011/6/20,75064,35,   ,
2011/6/20,75017,38,   ,
2011/6/20,75018,38,   ,
2011/6/20,75019,38,   ,
2011/6/20,75020,38,   ,
2011/6/20,75021,38,   ,
2011/6/20,75012,48,   ,
2011/6/20,75013,48,   ,
2011/6/20,75025,48,   ,
2011/6/20,75045,49,   ,
2011/6/20,75059,53,   ,
2011/6/20,75006,61,   ,
2011/6/20,75010,85,   ,
2011/6/20,75011,85,   ,
2011/6/20,75016,86,   ,
2011/6/20,75002,139,   ,
2011/6/20,75118,144,   ,
2011/6/20,75043,150,   ,
2011/6/20,75023,181,   ,
2011/6/20,75062,197,   ,
2011/6/20,75015,207,   ,
2011/6/20,75014,286,   ,
2011/6/20,75042,290,   ,
2011/6/20,75066,378,   ,
2011/6/20,75120,430,   ,
2011/6/20,75008,546,   ,
2011/6/20,75001,547,   ,
2011/6/20,75003,548,   ,
2011/6/20,75004,548,   ,
2011/6/20,75022,550,   ,
2011/6/17,74989,34,   ,
2011/6/17,74996,45,   ,
2011/6/16,74993,65,   ,
2011/6/15,74986,130,   ,
2011/6/15,74987,266,   ,
2011/6/14,74984,35,   ,
2011/6/14,74983,48,   ,
2011/6/13,74981,112,   ,
2011/6/13,74982,540,   ,
2011/6/10,74977,48,   ,
2011/6/10,74978,48,   ,
2011/6/9,74976,71,   ,
2011/6/9,74975,544,   ,
2011/6/8,74974,53,   ,
2011/6/8,75053,197,   ,
2011/6/7,74966,35,   ,
2011/6/7,74972,45,   ,
2011/6/7,74973,45,   ,
2011/6/7,74967,48,   ,
2011/6/7,74968,48,   ,
2011/6/7,74969,48,   ,
2011/6/7,74970,48,   ,
2011/6/7,74971,48,   ,
2011/6/6,74965,63,   ,
2011/6/6,74964,540,   ,
2011/6/2,74961,35,   ,
2011/6/2,74962,314,   ,
2011/6/2,74960,540,   ,
2011/6/1,74954,45,   ,
2011/6/1,74955,45,   ,
2011/6/1,74956,45,   ,
2011/6/1,74957,45,   ,
2011/6/1,74958,45,   ,
2011/6/1,74959,45,   ,
2011/6/1,74953,148,   ,
2011/5/31,74963,207,   ,
2011/5/31,74951,508,   ,
2011/5/31,74952,508,   ,
2011/5/30,74947,35,   ,
2011/5/30,74946,53,   ,
2011/5/30,74948,133,   ,
2011/5/25,74939,15,   ,
2011/5/25,74940,15,   ,
2011/5/25,74941,15,   ,
2011/5/25,74942,15,   ,
2011/5/25,74943,15,   ,
2011/5/25,74944,15,   ,
2011/5/25,74945,15,   ,
2011/5/25,74931,45,   ,
2011/5/24,74928,291,   ,
2011/5/23,74899,118,   ,
2011/5/23,74908,128,   ,
2011/5/23,74919,514,   ,
2011/5/20,74895,3,   ,
2011/5/20,74950,27,   ,
2011/5/20,74879,35,   ,
2011/5/20,74935,35,   ,
2011/5/20,74949,42,   ,
2011/5/20,74870,45,   ,
2011/5/20,74871,45,   ,
2011/5/20,74872,45,   ,
2011/5/20,74873,45,   ,
2011/5/20,74874,45,   ,
2011/5/20,74875,45,   ,
2011/5/20,74877,45,   ,
2011/5/20,74878,45,   ,
2011/5/20,74880,45,   ,
2011/5/20,74882,45,   ,
2011/5/20,74886,45,   ,
2011/5/20,74887,45,   ,
2011/5/20,74889,45,   ,
2011/5/20,74892,47,   ,
2011/5/20,74930,48,   ,
2011/5/20,74885,53,   ,
2011/5/20,74926,126,   ,
2011/5/20,74896,189,   ,
2011/5/20,74921,215,   ,
2011/5/20,74876,271,   ,
2011/5/20,74929,286,   ,
2011/5/20,74901,292,   ,
2011/5/20,74883,354,   ,
2011/5/20,74897,363,   ,
2011/5/20,74898,363,   ,
2011/5/20,74979,378,   ,
2011/5/20,74923,438,   ,
2011/5/20,74904,519,   ,
2011/5/20,74938,527,   ,
2011/5/19,74867,45,   ,
2011/5/19,74869,362,   ,
2011/5/18,74864,62,   ,
2011/5/18,74865,118,   ,
2011/5/11,74858,45,   ,
2011/5/11,74856,71,   ,
2011/5/11,74857,128,   ,
2011/5/11,74859,266,   ,
2011/5/9,74854,35,   ,
2011/5/6,74850,157,   ,
2011/5/6,74851,157,   ,
2011/5/6,74852,265,   ,
2011/5/6,74853,265,   ,
2011/5/2,74911,38,   ,
2011/4/30,74907,38,   ,
2011/4/30,74909,49,   ,
2011/4/25,74824,15,   ,
2011/4/25,74825,15,   ,
2011/4/25,74826,15,   ,
2011/4/25,74827,15,   ,
2011/4/25,74828,15,   ,
2011/4/25,74829,15,   ,
2011/4/25,74830,15,   ,
2011/4/25,74831,15,   ,
2011/4/25,74832,15,   ,
2011/4/25,74833,15,   ,
2011/4/25,74915,38,   ,
2011/4/22,74809,15,   ,
2011/4/21,74933,48,   ,
2011/4/21,74916,85,   ,
2011/4/21,74912,494,   ,
2011/4/20,74802,21,   ,
2011/4/20,74780,26,   ,
2011/4/20,74814,37,   ,
2011/4/20,74810,38,   ,
2011/4/20,74811,38,   ,
2011/4/20,74812,38,   ,
2011/4/20,74813,38,   ,
2011/4/20,74844,39,   ,
2011/4/20,74806,40,   ,
2011/4/20,74781,45,   ,
2011/4/20,74782,45,   ,
2011/4/20,74783,45,   ,
2011/4/20,74784,45,   ,
2011/4/20,74785,45,   ,
2011/4/20,74786,45,   ,
2011/4/20,74842,48,   ,
2011/4/20,74900,53,   ,
2011/4/20,74789,61,   ,
2011/4/20,74795,61,   ,
2011/4/20,74793,78,   ,
2011/4/20,74798,139,   ,
2011/4/20,74815,148,   ,
2011/4/20,74816,148,   ,
2011/4/20,74817,148,   ,
2011/4/20,74805,152,   ,
2011/4/20,74804,171,   ,
2011/4/20,74800,174,   ,
2011/4/20,74801,261,   ,
2011/4/20,74788,280,   ,
2011/4/20,74823,286,   ,
2011/4/20,74796,291,   ,
2011/4/20,74866,292,   ,
2011/4/20,74797,360,   ,
2011/4/20,74855,378,   ,
2011/4/20,74808,438,   ,
2011/4/20,74822,508,   ,
2011/4/20,74792,509,   ,
2011/4/20,74787,517,   ,
2011/4/20,74790,518,   ,
2011/4/19,74775,60,   ,
2011/4/19,74773,71,   ,
2011/4/19,74772,128,   ,
2011/4/19,74774,130,   ,
2011/4/19,74771,156,   ,
2011/4/19,74778,516,   ,
2011/4/18,74840,48,   ,
2011/4/18,74841,48,   ,
2011/4/18,74767,191,   ,
2011/4/18,74768,514,   ,
2011/4/18,74769,515,   ,
2011/4/16,74843,48,   ,
2011/4/15,74766,71,   ,
2011/4/13,74761,45,   ,
2011/4/13,74838,48,   ,
2011/4/13,74759,179,   ,
2011/4/13,74764,494,   ,
2011/4/13,74748,506,   ,
2011/4/12,74835,48,   ,
2011/4/12,74837,48,   ,
2011/4/12,74746,140,   ,
2011/4/12,74747,140,   ,
2011/4/11,74741,131,   ,
2011/4/8,74756,53,   ,
2011/4/6,74754,45,   ,
2011/4/6,74739,511,   ,
2011/4/5,74753,45,   ,
2011/4/5,74755,45,   ,
2011/4/5,74737,80,   ,
2011/4/4,74751,45,   ,
2011/4/2,74752,45,   ,
2011/4/2,74734,118,   ,
2011/4/1,74732,19,   ,
2011/3/31,74730,314,   ,
2011/3/31,74729,510,   ,
2011/3/30,74724,53,   ,
2011/3/28,74714,64,   ,
2011/3/28,74725,71,   ,
2011/3/28,74763,126,   ,
2011/3/28,74720,128,   ,
2011/3/28,74712,266,   ,
2011/3/25,74700,15,   ,
2011/3/25,74701,15,   ,
2011/3/25,74711,15,   ,
2011/3/25,74715,15,   ,
2011/3/25,74716,15,   ,
2011/3/25,74717,15,   ,
2011/3/25,74718,15,   ,
2011/3/25,74719,15,   ,
2011/3/25,74702,45,   ,
2011/3/25,74762,48,   ,
2011/3/24,74696,19,   ,
2011/3/24,74697,45,   ,
2011/3/24,74668,507,   ,
2011/3/23,74721,71,   ,
2011/3/23,74669,354,   ,
2011/3/22,74658,66,   ,
2011/3/22,74655,118,   ,
2011/3/22,74647,130,   ,
2011/3/22,74648,130,   ,
2011/3/21,74750,45,   ,
2011/3/20,74681,24,   ,
2011/3/20,74687,35,   ,
2011/3/20,74688,35,   ,
2011/3/20,74673,36,   ,
2011/3/20,74674,36,   ,
2011/3/20,74675,38,   ,
2011/3/20,74705,38,   ,
2011/3/20,74706,38,   ,
2011/3/20,74707,38,   ,
2011/3/20,74676,42,   ,
2011/3/20,74690,42,   ,
2011/3/20,74661,53,   ,
2011/3/20,74726,61,   ,
2011/3/20,74727,61,   ,
2011/3/20,74704,62,   ,
2011/3/20,74664,77,   ,
2011/3/20,74684,85,   ,
2011/3/20,74663,148,   ,
2011/3/20,74709,148,   ,
2011/3/20,74677,152,   ,
2011/3/20,74682,152,   ,
2011/3/20,74665,207,   ,
2011/3/20,74722,207,   ,
2011/3/20,74662,227,   ,
2011/3/20,74694,286,   ,
2011/3/20,74672,292,   ,
2011/3/20,74695,292,   ,
2011/3/20,74698,292,   ,
2011/3/20,74666,311,   ,
2011/3/20,74678,314,   ,
2011/3/20,74765,314,   ,
2011/3/20,74803,396,   ,
2011/3/20,74659,437,   ,
2011/3/20,74692,448,   ,
2011/3/20,74686,452,   ,
2011/3/20,74693,507,   ,
2011/3/20,74679,508,   ,
2011/3/20,74680,508,   ,
2011/3/19,74685,48,   ,
2011/3/18,74651,45,   ,
2011/3/18,74652,45,   ,
2011/3/18,74649,53,   ,
2011/3/18,74653,133,   ,
2011/3/18,74646,156,   ,
2011/3/18,74650,354,   ,
2011/3/17,74627,20,   ,
2011/3/17,74637,35,   ,
2011/3/17,74634,45,   ,
2011/3/17,74644,45,   ,
2011/3/17,74638,48,   ,
2011/3/17,74639,48,   ,
2011/3/17,74640,48,   ,
2011/3/17,74641,48,   ,
2011/3/17,74642,48,   ,
2011/3/17,74643,48,   ,
2011/3/17,74625,71,   ,
2011/3/17,74654,71,   ,
2011/3/17,74657,128,   ,
2011/3/17,74635,152,   ,
2011/3/17,74628,314,   ,
2011/3/17,74629,314,   ,
2011/3/17,74630,314,   ,
2011/3/16,74691,128,   ,
2011/3/15,74621,45,   ,
2011/3/15,74620,53,   ,
2011/3/15,74619,63,   ,
2011/3/14,74618,128,   ,
2011/3/11,74616,45,   ,
2011/3/11,74617,45,   ,
2011/3/10,74610,49,   ,
2011/3/10,74611,49,   ,
2011/3/10,74612,49,   ,
2011/3/10,74613,174,   ,
2011/3/10,74614,174,   ,
2011/3/10,74742,378,   ,
2011/3/10,74633,506,   ,
2011/3/8,74607,45,   ,
2011/3/8,74608,130,   ,
2011/3/8,74609,131,   ,
2011/3/7,74603,45,   ,
2011/3/7,74604,128,   ,
2011/3/7,74605,128,   ,
2011/3/7,74601,504,   ,
2011/3/7,74602,504,   ,
2011/3/2,74597,71,   ,
2011/2/25,74588,15,   ,
2011/2/25,74589,15,   ,
2011/2/25,74590,15,   ,
2011/2/25,74591,15,   ,
2011/2/25,74583,60,   ,
2011/2/25,74584,63,   ,
2011/2/23,74569,15,   ,
2011/2/22,74553,56,   ,
2011/2/20,74587,15,   ,
2011/2/20,74548,26,   ,
2011/2/20,74549,26,   ,
2011/2/20,74551,35,   ,
2011/2/20,74556,37,   ,
2011/2/20,74559,46,   ,
2011/2/20,74563,48,   ,
2011/2/20,74564,48,   ,
2011/2/20,74567,53,   ,
2011/2/20,74599,56,   ,
2011/2/20,74600,56,   ,
2011/2/20,74554,60,   ,
2011/2/20,74552,61,   ,
2011/2/20,74562,61,   ,
2011/2/20,74566,80,   ,
2011/2/20,74615,80,   ,
2011/2/20,74547,83,   ,
2011/2/20,74557,141,   ,
2011/2/20,74555,148,   ,
2011/2/20,74572,152,   ,
2011/2/20,74560,221,   ,
2011/2/20,74570,286,   ,
2011/2/20,74586,286,   ,
2011/2/20,74565,291,   ,
2011/2/20,74573,360,   ,
2011/2/20,74574,360,   ,
2011/2/20,74550,374,   ,
2011/2/20,74598,378,   ,
2011/2/20,74578,389,   ,
2011/2/20,74580,389,   ,
2011/2/20,74581,396,   ,
2011/2/20,74592,396,   ,
2011/2/20,74593,396,   ,
2011/2/20,74594,396,   ,
2011/2/20,74561,489,   ,
2011/2/20,74558,494,   ,
2011/2/20,74660,496,   ,
2011/2/18,74545,15,   ,
2011/2/18,74542,35,   ,
2011/2/18,74533,42,   ,
2011/2/18,74531,45,   ,
2011/2/18,74532,45,   ,
2011/2/18,74535,45,   ,
2011/2/18,74536,45,   ,
2011/2/18,74538,45,   ,
2011/2/18,74539,45,   ,
2011/2/18,74540,45,   ,
2011/2/18,74541,45,   ,
2011/2/18,74546,53,   ,
2011/2/17,74530,45,   ,
2011/2/16,74528,35,   ,
2011/2/16,74517,45,   ,
2011/2/16,74518,45,   ,
2011/2/16,74519,45,   ,
2011/2/16,74526,48,   ,
2011/2/16,74527,48,   ,
2011/2/16,74513,53,   ,
2011/2/16,74514,53,   ,
2011/2/16,74522,53,   ,
2011/2/16,74515,189,   ,
2011/2/16,74525,501,   ,
2011/2/16,74529,502,   ,
2011/2/14,74509,71,   ,
2011/2/14,74510,71,   ,
2011/2/14,74511,71,   ,
2011/2/14,74656,112,   ,
2011/2/10,74507,45,   ,
2011/2/9,74502,131,   ,
2011/2/7,74499,85,   ,
2011/2/7,74498,112,   ,
2011/2/3,74496,45,   ,
