"売上№=masterid,dempyounum",売上日=uriagebi,得意先ｺｰﾄﾞ=customerid,得意先名,行№=num,品名=pro,単位=tani,数量=amount,単価=tanka,金額=price,備考=bik,
73149,2010/1/7,1,増田内科改修工事に伴う電気設備工事,式　,1,190476,190476,
